FERTIALT_NOM_ITK;;bleTH_precColzaH_argileux;bleTH_precColzaH_argileux;bleTH_precColzaH_argileux;bleTH_precColzaH_argilolimoneux;bleTH_precColzaH_argilolimoneux;bleTH_precColzaH_argilolimoneux;bleTH_precColzaH_limonosableux;bleTH_precColzaH_limonosableux;bleTH_precColzaH_limonosableux;bleTH_precColzaHPoisP_trouges;bleTH_precColzaHPoisP_trouges;bleTH_precColzaHPoisP_trouges;bleTH_precCultPrint_crayeux;bleTH_precCultPrint_crayeux;bleTH_precCultPrint_crayeux;bleTH_precCultPrint_trouges;bleTH_precCultPrint_trouges;bleTH_precCultPrint_trouges;bleTH_precMaisEnsil_argileux;bleTH_precMaisEnsil_argileux;bleTH_precMaisEnsil_argileux;bleTH_precMaisEnsil_argilolimoneux;bleTH_precMaisEnsil_argilolimoneux;bleTH_precMaisEnsil_argilolimoneux;bleTH_precMaisEnsil_limonosableux;bleTH_precMaisEnsil_limonosableux;bleTH_precMaisEnsil_limonosableux;colzaH_precCP_argileux;colzaH_precCP_argileux;colzaH_precCP_argilolimoneux;colzaH_precCP_argilolimoneux;colzaH_precCP_crayeux;colzaH_precCP_crayeux;colzaH_precCP_crayeux;colzaH_precCP_limonosableux;colzaH_precCP_limonosableux;colzaH_precCP_trouges;colzaH_precCP_trouges;colzaH_precCP_trouges;cultP_precCP_crayeux;cultP_precCP_trouges;maisEnsil_precCP_argileux;maisEnsil_precCP_argileux;maisEnsil_precCP_argileux;maisEnsil_precCP_argilolimoneux;maisEnsil_precCP_argilolimoneux;maisEnsil_precCP_argilolimoneux;maisEnsil_precCP_limonosableux;maisEnsil_precCP_limonosableux;maisEnsil_precCP_limonosableux;maisEnsilP_precCITritiVert_tousSols;maisEnsilP_precCITritiVert_tousSols;maisEnsilP_precCITritiVert_tousSols;orgeH_precCP_argileux;orgeH_precCP_argileux;orgeH_precCP_argilolimoneux;orgeH_precCP_argilolimoneux;orgeH_precCP_crayeux;orgeH_precCP_crayeux;orgeH_precCP_limonosableux;orgeH_precCP_limonosableux;orgeH_precCP_trouges;orgeH_precCP_trouges;orgeH_precMaisEnsil_argileux;orgeH_precMaisEnsil_argileux;orgeH_precMaisEnsil_argilolimoneux;orgeH_precMaisEnsil_argilolimoneux;orgeH_precMaisEnsil_limonosableux;orgeH_precMaisEnsil_limonosableux;orgep_precCiFeverole_argileux;orgep_precCiFeverole_argileux;orgep_precCiFeverole_argilolimoneux;orgep_precCiFeverole_argilolimoneux;orgeP_precCP_argileux;orgeP_precCP_argileux;orgeP_precCP_argilolimoneux;orgeP_precCP_argilolimoneux;orgeP_precCP_crayeux;orgeP_precCP_crayeux;orgeP_precCP_limonosableux;orgeP_precCP_limonosableux;orgeP_precCP_trouges;orgeP_precCP_trouges;tournesol_precAll_argileux;tournesol_precAll_argilolimoneux;tournesol_precAll_limonosableux;triticale_precColzaH_argileux;triticale_precColzaH_argileux;triticale_precColzaH_argileux;triticale_precColzaH_argilolimoneux;triticale_precColzaH_argilolimoneux;triticale_precColzaH_argilolimoneux;triticale_precColzaH_limonosableux;triticale_precColzaH_limonosableux;triticale_precColzaH_limonosableux;triticale_precMaisEnsil_argileux;triticale_precMaisEnsil_argileux;triticale_precMaisEnsil_argileux;triticale_precMaisEnsil_argilolimoneux;triticale_precMaisEnsil_argilolimoneux;triticale_precMaisEnsil_argilolimoneux;triticale_precMaisEnsil_limonosableux;triticale_precMaisEnsil_limonosableux;triticale_precMaisEnsil_limonosableux
FERTIALT_TPS_TRAVAIL;TEMPS;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0.5;10;10;0.5;10;10;0.5;10;10;0.5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
FERTIALT_N_PASSAGES;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
FERTIALT_OT_SIMULTANEE;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_N_SOUS_PERIODES;NB_SOUS_PERIODES;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
FERTIALT_DEBUT;DEBUT;51;79;121;51;79;121;51;79;121;51;79;110;51;69;110;51;69;110;51;79;121;51;79;121;51;79;121;51;69;51;69;201;51;69;51;70;201;51;69;51;51;100|131;110;141;100|131;110;141;100|131;110;140;100|131;110;141;60;79;60;79;60;69;60;79;60;69;60;79;60;79;60;79;57;69;57;69;41;69;51;69;41;69;41;69;41;69;100;100;100;41;69;110;51;79;110;41;69;110;41;69;110;51;79;110;41;69;110
FERTIALT_FIN;FIN;69;100;130;69;100;130;69;100;130;69;100;151;69;110;151;69;100;151;69;100;130;69;100;130;69;100;130;70;88;70;88;243;69;90;69;88;212;69;90;69;69;130|140;140;161;130|140;140;161;130|140;140;161;130|140;140;161;69;100;69;100;79;110;69;100;79;110;69;100;69;100;69;100;67;110;67;130;59;110;69;130;59;110;59;110;59;110;109;109;109;60;90;119;70;100;119;60;90;119;60;90;119;70;100;119;60;90;119
FERTIALT_HUM_MAX_SOL;HUMIDITE_SOL_MAX;1;1;1;1;1;1;0.9;0.9;0.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;0.9;0.9;0.9;0.9;0.95;0.95;0.95;NA;NA;NA;1;1;NA;NA;NA;0.9;0.9;NA|NA;1;1;NA|NA;1;1;NA|NA;0.9;0.9;NA|NA;1;1;1;1;1;1;NA;NA;0.9;0.9;NA;NA;1;1;1;1;0.9;0.9;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;NA;NA;1;1;NA;NA;0.95;0.95;1;0.95;0.95;0.95;0.95;0.95;0.95;1;1;1;0.95;0.95;0.95;0.95;0.95;0.95;1;1;1
FERTIALT_N_J_CUMUL_PLUIE;JOURS_PLUIE;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;1;1;1;1;1;3|2;NA;NA;3|2;NA;NA;3|2;NA;NA;3|2;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_CUMUL_PLUIE;HAUTEURS_PLUIE_MAX;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;0;1;1;0|0;NA;NA;0|0;NA;NA;0|0;NA;NA;0|0;NA;NA;NA;NA;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_N_J_CUMUL_PLUIE_EVA;JOURS_P-ETP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_CUMUL_PLUIE_EVA;P-ETP_MAX;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_N_J_CUMUL_TEMP_MIN;JOURS_TMIN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_TEMP_MIN;TMIN_MIN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_N_J_CUMUL_TEMP_MAX;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_TEMP_MAX;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_N_J_CUMUL_TEMP_MAX_INF;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_TEMP_MAX_INF;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_SEUIL_VEGE;ECHV_MIN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_SEUIL_VEGE_PRE;ECHV_DEBUT;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_SEUIL_VEGE_POST;ECHV_FIN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_N_J_CUMUL_PLUIE_PREVUE;JOURS_PLUIE_PREVUES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
